filename,notes,authors,licenses,urls
body/bodies/muscular/dark_green.png,"see details at https://opengameart.org/content/lpc-character-bases","bluecarrot16,JaidynReiman,Evert,TheraHedwig,MuffinElZangano,Durrani,Sander Frenken (castelonia),Benjamin K. Smith (BenCreating),Eliza Wyatt (ElizaWy),dalonedrau,Stephen Challener (Redshrike)","CC-BY-SA 3.0,GPL 3.0","https://opengameart.org/content/liberated-pixel-cup-lpc-base-assets-sprites-map-tiles,https://opengameart.org/content/lpc-barbarian-sprite-base,https://opengameart.org/content/lpc-muscular-swing-animation,https://opengameart.org/content/lpc-muscular-hurt-animation,https://opengameart.org/content/lpc-jump-expanded,https://opengameart.org/content/lpc-revised-character-basics,https://opengameart.org/content/lpc-be-seated,https://opengameart.org/content/lpc-jump-expanded,https://opengameart.org/content/lpc-character-bases,https://opengameart.org/content/lpc-male-jumping-animation-by-durrani"
head/heads/orc/male/dark_green.png,"Sinbad the ogre design by Zi Ye, original 4-direction sprite by Redshrike, additional hurt/cast animations by makrohn, headless version by bluecarrot16","bluecarrot16,Matthew Krohn (makrohn),Stephen Challener (Redshrike),Zi Ye","OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0","https://opengameart.org/content/four-characters-my-lpc-entries,https://opengameart.org/content/sinbad-the-ogre,https://opengameart.org/content/lpc-male-sheets,https://opengameart.org/content/lpc-character-bases"
